sd21507618capture4.jpeg,"
11-Dec-2014 11:58 mranjan-krishnaswamy 8.0 personal inbox ot user
niranjan-krishnaswamy
11-Dec-2014 03:54 xdmsdoc 7.0 Document extracted on cds+
Current task Submit Publication
10-Dec-2014 16:30 shiriey-frandna-martin 8.0 completed and document forwarded to
task QA Review
10-Dec-2014 16:30 shiriey-francina-martin 8.0 Version promoted to In Review
10-Dec-2014 16:29 xdmsdoc 7.0 Document extracted on cds+
FINAL version of this document has
10-Dec-2014 16:28 shirley-francina-martin 7.0 been affected by an update of shared
properties on another instance or Document 1
version.
10-Dec-2014 16:28 shiriey-francina-martin Collection properties updated Document 1
Full Title ui:
keywords u
10-Dec-2014 16:28 shirley-francina-martin 8.0 Network Me
Object properties updated
configuratio
Dates upda1
Count updal
10-Dec-2014 16:00 shiriey-francina-martin 8.0 New rendition added (format: zip )
10-Dec-2014 16:00 shirley-frandna-martin 8.0 New content checked-in
10-Dec-2014 16:00 shirley-francina-martin 8.0 Removed content (format: pdf)
10-Dec-2014 15:59 shirley-francina-martin 8.0 Removed content (format: hires.pdf)
Document assigned to the Erst task
10-Dec-2014 15:59 shirley-francina-martin 8.0 Submit Publication of workflow Create or
Modify Publication v3
10-Dec-2014 15:59 shirley-francina-martin 8.0 New WIP version created
10-Dec-2014 13:16 xdmsdoc 7.0 Document extracted on cds+"
sd21550109search 1.jpeg,"
iearch Options
@ Final Document Search Archive Document Search WIP/IR Report
tearch Criteria
Iontent Class is Marketing-Standard V
3PAR Alerts - KCS (cmg617)
Account Teams (cmg142) A
Administrator Group (cmg211)
Iontent Management Group is Agent Delivery - Regional (cmg302)
AIO (cmg002) V
El Restrict CMG list to My cues
FAQ/Q&amp;A
advertisement A
Jocument Type is advertising
advertising plan V
alliance overview
c04567770
€04567775 IN
€04567777
)ocument Name is V €04567778 V
€04567779
Enter lis! of document names. Press &quot;Enter&apos; key after each document name
Ci All Documents in Collection
&apos;itle - Standard English contains v
&apos;itle - Localized contains v
)escription - Standard English contains v
)escription - Localized contains v
Products
+ Product Marketing Category
+ Product Support Category
+ Product search
Add ir *
Remove ;
&apos;roducts, Services and Solutions iiiiermve All"
sd21443493catw.jpeg,"
Reset Password 142
User 00281429K002814291
lb -l
; Contirmation
{Aj ;*!;5.:GuS 4
! next y ] Close
Password reset failed in all the selected systems.
Password reset failed in : PN1
Details
System name Job Title is l•landatory.Char Limit 50 Status Reason ; l
] 1 Pm PN1 - EB AMERICAS PRODUCTION Faiure You have no password; you cannot logon using a password
iq"
sd21550786rtg.jpeg,"
ii 8* DO Mount!] 9 - B • 1 • - -
1 FO; $ldy Yi
;i ; , . pt , ID; Connor €V••1•l• lit! 0••• lan Her
Te 1 Ai/x---/&amp;i•-/Nl/
oH harold Pr•N• l•pon
XL&apos;&quot;&quot;../
Wdm-• to R10, Dahl Apb
.l.• •
Yu clmr•llg; bn = rqusl sushi; appmuL Yu and uhlii nothor request all ile sinai &quot;quo! h Build by you lungs. Tlnk yu.
;
.! ; • • £ . 10**
.&apos;7 ! 1 . . . • •
. &apos;
5 . , • • .1, • . • , •
J.; . .
. .
du,. . &lt;.
N]= . l •"
sd21507572capture1.jpeg,"
sign-in l Register l Site help
Product (optional] Search: HP Support center ,O
m ForHome Forlork Support
(e.g. Proliant DL360p) More options v
: P Support center
Insight Online
Product Support v My lT Environment v •Ci;
Welcome to HP Support center! Find out how to get started or see what&apos;s new.
ti y HP Support center
8 The service or information you requested is not available at this time. Please try again
later. My HP Support sign-in
(Error: invocation-failed,error)
Register for HP Passport
View my recent cases
View my contracts &amp; warranties
Manage my contracts &amp; warranties
Ir ore support options
&amp; Community forums
7 Warranty Check"
sd21479502networkerror.jpeg,"
=XUsersXmchalef&gt;tracert az32B82B-uo-msecnd.net
racing route to cs1.wpc-uocdn.net [93-184.215.280]
uer a maximum of 39 hops;
1 4 ms 2 ms 2 ms 16.49.52.1
2 1 ms 1 ms &lt;1 ms 16.35.219.133
3 1 ms 1 ms 1 ms 16.35.228.198
4 3 ms 3 ms 3 ms duhB2gwn21-uf-hp-61.europe.hp-net [15-132-153-14
]
5 17 ms 17 ms 17 ms sdc84gwh21-uf-hp-gi-1-1-61.europe.hp-net [15-132
.154-214]
6 18 ms 17 ms 17 ms sdc84gwh21-hp-of-gi-1-1-61.europe.hp-net [15-132
.154-213]
7 % % &apos;I- Request timed out-
8 -K- -K- -K- Request timed out.
9 •I- •I- •I- Request timed out-
lG -K- -K- -K- Request timed out.
11 •I- •I- •I- Request timed out-
12 -K- -K- -K- Request timed out.
13 •I- •I- •I- Request timed out-
14 -K- -K- -K- Request timed out.
15 •I- •I- •I- Request timed out-
16 -K- -K- -K- Request timed out.
17 •I- •I- •I- Request timed out-
18 -K- -K- -K- Request timed out.
19 •I- •I- •I- Request timed out-
2B -K- -K- -K- Request timed out.
21 •I- •I- •I- Request timed out-
22 -K- -K- -K- Request timed out.
23 •I- •I- •I- Request timed out-
24 -K- -K- -K- Request timed out.
25 •I- •I- •I- Request timed out-
26 -K- -K- -K- Request timed out.
27 •I- •I- •I- Request timed out-
28 -K- -K- -K- Request timed out.
29 •I- •I- •I- Request timed out-
38 % % % Request timed out-
race complete."
sd21535478sap-issue.jpeg,"
AS
• É!si7i#€f.;&apos;;i ev dvs 90oz-zooz £ [sage
I €Sif I
&quot;&apos;E $.l
X / ,
; ic ;li . £ ; ;
. ( % = * WA;} ; &apos; &apos; * .
1 .
&quot; / AX •A &lt; 7 A &quot;H It &apos; . 41 &apos; &apos; &apos; &apos; 1./ &apos; ;A? 1* &apos;£k// / &apos; 1 A X
11 X&apos; &quot;r /1;:T6. &quot; IN;. &apos; •A/W1W7/* ://&quot; / &apos; @
• [. ,
1 r-rr-rrrr. rr . -=7 A •PA R ,
; &quot;&apos;I; ; * ,VI ;/V&quot;l;&apos; l *11&quot;&apos; ; //11; &quot;
,A = @ Am ! * &apos; il,&apos; ( * /, &apos;) # 7/ / ; 1 [ 7
• is &apos;{ 5 • +, 5 IR • ; I; . AI in I . , i}lix/
&apos; ; 7./ &apos; ,.;,2%// £#35*.5% éE&amp;:!É%%
*l h Il 5 1* &apos; &quot;Il I&quot; &apos;•Il; l &apos; VI
1.- k[#,1,:N4.,:,£:. .liu 7,7ljj
• ;.*•l••*k&lt;A•A&gt;,;,• &apos;•Y é%
; 9 * Rxxc.*x!1e£&apos;!L.ll• 1 • li/J&apos;
. &apos; &apos; ;lj4l &apos;I;&apos; ;A£&apos;.•&apos;V;]1i,l
; . ; sh&apos;/*
&apos; : =
,.-•un
7 ; &apos;N. l . l=l * ag&quot;} &apos;
I VJ&apos; : K
/ ; // /1// A , 01/I//HU UP Luoo;du@no2;!n.•
£ ! /1,1/ / / , / . ; Hsé4::=f€El
•[ MU,&apos;. * •mn .
g- ,é ,
-•-,-H%%-%E ;-,G . l&quot;:; ,mi all - .ln n . [
X; /// , // in *
•iilw3i!*é;$ i
F; xx l / iN
&quot;/llIlrrm
É%s($}SYY
•"
sd21511017capture.jpeg,"
.2 Service Manager EMEA2 $M9.33P2HF1 - Windows Internet Explorer
5 File Edit View Favorites Tools Help
tv 9 @ https //eu i serviceportal hp com/sm/emeal/index.do?RememberMe=false
* Favorites 525 Web Slice Gallery *
@ Service Manager EMEAZ 5M9.33P2HF1
Authentication failed. Contact your system administrator for assistance.
SOAP Fault occurred: A CXmlApiException was raised in native code : error 3 : login(3): Invalid login namelpassword. Please try again."
sd20613442screenchot.jpeg,"
Database Connection Wizard
Connectto the data source.
; ; Ut!
.q Enter your user name. password. and selectyour lP
address or database host
&amp; , ;
; UserName: R21592584
;i . . i&apos;;-
:i 1 &quot;
Password:
&quot;!
1j;. ?{ jt
$ ;j; 2 Host omegap.world
* &quot;Eé•; all
5. 1
li .
Hyperion - Explorer
&quot;! * Oracle Error -1: ORA-28000: the OK
account is locked
Help Cancel &lt;Back Next&gt; Finish"
sd21508081snipimage.jpeg,"
ED Product Life
l • v • • •
Product List (1) Reports
@ Global 0 Sales l Marketing O Supply chain 0
Error was found in Make SAP Retrieval call; message returned from SAP: No Data Found N
!
List(Globalview): 1 items.
Saved Searches 3 List v Save All Multi Edit Export v Import SRP Prevent Recalc Update SRP Single SKU Report
Search ,8 El Product Feature Product Description Event Status Replacements USRP Pr
Search Reset 0 @ lj sB0000L 1X HP Sci Rack Config Service SA ij
II] Append to list
Product line
Diff. code
l-
Product(s) II] Seard1All
SB228DL A
582285.
SB228FL V
Feature code(s)
A"
